Date,Title,Artist
2021-06-25,Modern Day,Migos
2021-06-25,Toxic,Polo G
2021-06-25,Solar Power,Lorde
2021-06-25,Malibu,Migos Featuring Polo G
2021-06-25,Type Shit,Migos & Cardi B
2021-06-25,Clueless,Polo G Featuring Pop Smoke & Fivio Foreign
2021-06-25,Heart Of A Giant,Polo G Featuring Rod Wave
2021-06-25,Party Lyfe,Polo G Featuring DaBaby
2021-06-25,Go Part 1,Polo G Featuring G Herbo
2021-06-25,transparentsoul,Willow Featuring Travis Barker
2021-06-25,Boom,Polo G
2021-06-25,Fiel,"Los Legendarios, Wisin & Jhay Cortez"
2021-06-25,Bloody Canvas,Polo G
2021-06-25,You,Regard x Troye Sivan x Tate McRae
2021-07-02,Ball If I Want To,DaBaby
2021-07-02,Fancy Like,Walker Hayes
2021-07-02,We Didn't Have Much,Justin Moore
2021-07-02,Waves,Luke Bryan
2021-07-02,Lumberjack,"Tyler, The Creator"
2021-07-02,Working,Tate McRae X Khalid
2021-07-02,My Boy,Elvie Shane
2021-07-09,Bad Habits,Ed Sheeran
2021-07-09,You Right,Doja Cat & The Weeknd
2021-07-09,WUSYANAME,"Tyler, The Creator Featuring YoungBoy Never Broke Again & Ty Dolla $ign"
2021-07-09,Ain't Shit,Doja Cat
2021-07-09,Juggernaut,"Tyler, The Creator Featuring Lil Uzi Vert & Pharrell Williams"
2021-07-09,AM,Nio Garcia X J Balvin X Bad Bunny
2021-07-09,Lemonhead,"Tyler, The Creator Featuring 42 Dugg"
2021-07-09,Hot Wind Blows,"Tyler, The Creator Featuring Lil Wayne"
2021-07-09,Red Light Green Light,DaBaby
2021-07-09,Corso,"Tyler, The Creator"
2021-07-09,I Don't Do Drugs,Doja Cat Featuring Ariana Grande
2021-07-09,Sir Baudelaire,"Tyler, The Creator Featuring DJ Drama"
2021-07-09,Sweet / I Thought You Wanted To Dance,"Tyler, The Creator Featuring Brent Faiyaz & Fana Hues"
2021-07-09,Massa,"Tyler, The Creator"
2021-07-09,RunItUp,"Tyler, The Creator Featuring Teezo Touchdown"
2021-07-09,Beggin',Maneskin
2021-07-09,Manifesto,"Tyler, The Creator Featuring Domo Genesis"
2021-07-09,Woman,Doja Cat
2021-07-09,Get Into It (Yuh),Doja Cat
2021-07-09,Wilshire,"Tyler, The Creator"
2021-07-09,Rise!,"Tyler, The Creator Featuring Daisy World"
2021-07-16,Am I The Only One,Aaron Lewis
2021-07-16,Wasting Time,Brent Faiyaz Featuring Drake
2021-07-16,Renegade,Big Red Machine Featuring Taylor Swift
2021-07-16,Cry No More,G Herbo Featuring Polo G & Lil Tjay
2021-07-16,Essence,Wizkid Featuring Justin Bieber & Tems
2021-07-16,A-O-K,Tai Verdes
2021-07-16,You Should Probably Leave,Chris Stapleton
2021-07-16,I Was On A Boat That Day,Old Dominion
2021-07-16,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs
2021-07-23,Permission To Dance,BTS
2021-07-23,Stay,The Kid LAROI & Justin Bieber
2021-07-23,Motley Crew,Post Malone
2021-07-23,Whole Lotta Money,BIA Featuring Nicki Minaj
2021-07-23,NDA,Billie Eilish
2021-07-23,Memory,Kane Brown X blackbear
2021-07-23,The Jackie,Bas With J. Cole & Lil TJay
2021-07-23,Volando,"Mora, Bad Bunny & Sech"
2021-07-23,De Museo,Bad Bunny
2021-07-23,Next Girl,Carly Pearce
2021-07-30,Wild Side,Normani Featuring Cardi B
2021-07-30,Tell The Vision,Pop Smoke Featuring Kanye West & Pusha T
2021-07-30,Holy Smokes,Trippie Redd Featuring Lil Uzi Vert
2021-07-30,Bout A Million,Pop Smoke Featuring 21 Savage & 42 Dugg
2021-07-30,Woo Baby,Pop Smoke Featuring Chris Brown
2021-07-30,Mr. Jones,Pop Smoke Featuring Future
2021-07-30,More Time,Pop Smoke
2021-07-30,Manslaughter,Pop Smoke Featuring Rick Ross & The-Dream
2021-07-30,Demeanor,Pop Smoke Featuring Dua Lipa
2021-07-30,2055,Sleepy Hallow
2021-07-30,Love Again,Dua Lipa
2021-07-30,30,Pop Smoke Featuring Bizzy Banks
2021-08-06,Industry Baby,Lil Nas X & Jack Harlow
2021-08-06,If I Didn't Love You,Jason Aldean & Carrie Underwood
2021-08-06,Not Sober,The Kid LAROI Featuring Polo G & Stunna Gambino
2021-08-06,Don't Go Yet,Camila Cabello
2021-08-06,Over The Top,Smiley Featuring Drake
2021-08-06,Pepas,Farruko
2021-08-06,Better Believe,"Belly, The Weeknd & Young Thug"
2021-08-06,Lick Back,EST Gee
2021-08-06,Memory I Don't Mess With,Lee Brice
2021-08-06,5500 Degrees,"EST Gee Featuring Lil Baby, 42 Dugg & Rylo Rodriguez"
2021-08-06,Still Chose You,The Kid LAROI Featuring Mustard
2021-08-13,Happier Than Ever,Billie Eilish
2021-08-13,Skate,Silk Sonic (Bruno Mars & Anderson .Paak)
2021-08-13,Volvi,Aventura x Bad Bunny
2021-08-13,Getting Older,Billie Eilish
2021-08-13,Billie Bossa Nova,Billie Eilish
2021-08-13,Oxytocin,Billie Eilish
2021-08-13,I Didn't Change My Number,Billie Eilish
2021-08-13,Baddest,"Yung Bleu, Chris Brown & 2 Chainz"
2021-08-13,Halley's Comet,Billie Eilish
2021-08-13,Gyalis,Capella Grey
2021-08-13,You Time,Scotty McCreery
2021-08-13,From The Garden,Isaiah Rashad Featuring Lil Uzi Vert
2021-08-20,Take My Breath,The Weeknd
2021-08-20,SUVs (Black On Black),Jack Harlow & Pooh Shiesty
2021-08-20,EPMD 2,Nas Featuring Eminem & EPMD
2021-08-20,Repeat It,Lil Tecca & Gunna
2021-08-20,Buy Dirt,Jordan Davis Featuring Luke Bryan
2021-08-20,Lose,KSI x Lil Wayne
2021-08-20,I Hope Ur Miserable Until Ur Dead,Nessa Barrett
2021-08-20,Knowing You,Kenny Chesney
2021-08-20,Rare,Nas
2021-08-27,Rumors,Lizzo Featuring Cardi B
2021-08-27,Paralyzed,Sueco
2021-08-27,Mind Of Melvin,YNW Melly Featuring Lil Uzi Vert
2021-08-27,Papercuts,Machine Gun Kelly
2021-08-27,Cold Heart (PNAU Remix),Elton John & Dua Lipa
2021-08-27,Brainwashed,Tom MacDonald
2021-08-27,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter
2021-08-27,I Like Dat,T-Pain & Kehlani
2021-08-27,Steal My Love,Dan + Shay
2021-09-03,Summer Of Love,Shawn Mendes & Tainy
2021-09-03,Matt Hardy 999,Trippie Redd Featuring Juice WRLD
2021-09-03,Rich MF,Trippie Redd Featuring Lil Durk & Polo G
2021-09-03,Already Won,Rod Wave Featuring Lil Durk
2021-09-03,Betrayal,Trippie Redd Featuring Drake
2021-09-03,Don't Go,"Skrillex, Justin Bieber & Don Toliver"
2021-09-03,One Mississippi,Kane Brown
2021-09-03,Visiting Hours,Ed Sheeran
2021-09-03,MP5,Trippie Redd Featuring SoFaygo
2021-09-03,I Guess I'm In Love,Clinton Kane
2021-09-03,Get Ready,Rod Wave Featuring Kodak Black
2021-09-03,Danny Phantom,Trippie Redd Featuring XXXTENTACION
2021-09-03,What's Wrong,Rod Wave
2021-09-03,Demon Time,Trippie Redd Featuring Ski Mask The Slump God
2021-09-03,Tick Tock,Young Thug
2021-09-03,Time Heals,Rod Wave
2021-09-10,Hurricane,Kanye West
2021-09-10,Jail,Kanye West
2021-09-10,Off The Grid,Kanye West
2021-09-10,Ok Ok,Kanye West
2021-09-10,Junya,Kanye West
2021-09-10,Moon,Kanye West
2021-09-10,Family Ties,Baby Keem & Kendrick Lamar
2021-09-10,Praise God,Kanye West
2021-09-10,Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk
2021-09-10,Jesus Lord,Kanye West
2021-09-10,Jonah,Kanye West
2021-09-10,Believe What I Say,Kanye West
2021-09-10,God Breathed,Kanye West
2021-09-10,Remote Control,Kanye West
2021-09-10,Heaven And Hell,Kanye West
2021-09-10,24,Kanye West
2021-09-10,Pure Souls,Kanye West
2021-09-10,No Child Left Behind,Kanye West
2021-09-10,Donda,Kanye West
2021-09-10,Keep My Spirit Alive,Kanye West
2021-09-10,Jail Pt 2,Kanye West
2021-09-10,"I Am Not A Woman, I'm A God",Halsey
2021-09-10,New Again,Kanye West
2021-09-10,Lord I Need You,Kanye West
2021-09-10,Come To Life,Kanye West
2021-09-10,Tell The Vision,Kanye West
2021-09-10,In Da Getto,J Balvin & Skrillex
2021-09-17,Way 2 Sexy,Drake Featuring Future & Young Thug
2021-09-17,Girls Want Girls,Drake Featuring Lil Baby
2021-09-17,Fair Trade,Drake Featuring Travis Scott
2021-09-17,Champagne Poetry,Drake
2021-09-17,Knife Talk,Drake Featuring 21 Savage & Project Pat
2021-09-17,In The Bible,Drake Featuring Lil Durk & Giveon
2021-09-17,Papi's Home,Drake
2021-09-17,TSU,Drake
2021-09-17,Love All,Drake Featuring JAY-Z
2021-09-17,No Friends In The Industry,Drake
2021-09-17,N 2 Deep,Drake Featuring Future
2021-09-17,Pipe Down,Drake
2021-09-17,7am On Bridle Path,Drake
2021-09-17,Race My Mind,Drake
2021-09-17,IMY2,Drake Featuring Kid Cudi
2021-09-17,Yebba's Heartbreak,Drake & Yebba
2021-09-17,You Only Live Twice,Drake Featuring Lil Wayne & Rick Ross
2021-09-17,Fountains,Drake Featuring Tems
2021-09-17,Get Along Better,Drake Featuring Ty Dolla $ign
2021-09-17,Fucking Fans,Drake
2021-09-17,The Remorse,Drake
2021-09-17,Blue Note$ II,Meek Mill Featuring Lil Uzi Vert
2021-09-24,Shivers,Ed Sheeran
2021-09-24,Have Mercy,Chloe
2021-09-24,Range Brothers,Baby Keem & Kendrick Lamar
2021-09-24,Life Support,YoungBoy Never Broke Again
2021-09-24,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole
2021-09-24,Lonely,DaBaby X Lil Wayne
2021-09-24,Lalisa,LISA
2021-10-01,Thats What I Want,Lil Nas X
2021-10-01,Wildest Dreams (Taylor's Version),Taylor Swift
2021-10-01,Scoop,Lil Nas X Featuring Doja Cat
2021-10-01,Dolla Sign Slime,Lil Nas X Featuring Megan Thee Stallion
2021-10-01,On My Side,YoungBoy Never Broke Again
2021-10-01,Dead Right Now,Lil Nas X
2021-10-01,Love Nwantiti (Ah Ah Ah),CKay
2021-10-01,Tales Of Dominica,Lil Nas X
2021-10-01,One Of Me,Lil Nas X Featuring Elton John
2021-10-01,Lost In The Citadel,Lil Nas X
2021-10-01,Am I Dreaming,Lil Nas X Featuring Miley Cyrus
2021-10-01,Same Boat,Zac Brown Band
2021-10-08,My Universe,Coldplay x BTS
2021-10-08,Bad Morning,YoungBoy Never Broke Again
2021-10-08,Your Heart,Joyner Lucas & J. Cole
2021-10-08,Too Easy,Gunna & Future
2021-10-08,No Where,YoungBoy Never Broke Again
2021-10-08,Hold Me Down,YoungBoy Never Broke Again
2021-10-08,Nevada,YoungBoy Never Broke Again
2021-10-08,50 Shots,YoungBoy Never Broke Again
2021-10-08,Smoke Strong,YoungBoy Never Broke Again
2021-10-08,Break Or Make Me,YoungBoy Never Broke Again
2021-10-08,Sincerely,YoungBoy Never Broke Again
2021-10-08,I Can't Take It Back,YoungBoy Never Broke Again
2021-10-08,Forgiato,YoungBoy Never Broke Again
2021-10-08,Rich Shit,YoungBoy Never Broke Again
2021-10-08,For Tonight,Giveon
2021-10-08,Baddest Thing,YoungBoy Never Broke Again
2021-10-08,Chosen,Blxst & Tyga Featuring Ty Dolla $ign
2021-10-08,Toxic Punk,YoungBoy Never Broke Again
2021-10-15,Intro (Hate On Me),Meek Mill
2021-10-15,Hot,Meek Mill Featuring Moneybagg Yo
2021-10-15,Expensive Pain,Meek Mill
2021-10-15,On My Soul,Meek Mill
2021-10-15,Jugaste y Sufri,Eslabon Armado Featuring DannyLux
2021-10-15,Outside (100 MPH),Meek Mill
2021-10-15,Last One Standing,"Skylar Grey, Polo G, Mozzy & Eminem"
2021-10-15,The Feels,TWICE
2021-10-15,Me (FWM),Meek Mill Featuring A$AP Ferg
2021-10-15,Love Train,Meek Mill
2021-10-15,Feelin Like Tunechi,Lil Wayne Featuring Rich The Kid
2021-10-15,Ride For You,Meek Mill Featuring Kehlani
2021-10-15,Esta Danada,Ivan Cornejo
2021-10-15,Whiskey And Rain,Michael Ray
2021-10-22,Who Want Smoke??,"Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage"
2021-10-22,Lo Siento BB:/,"Tainy, Bad Bunny & Julieta Venegas"
2021-10-22,Flocky Flocky,Don Toliver Featuring Travis Scott
2021-10-22,Easy On Me,Adele
2021-10-22,WFM,RealestK
2021-10-22,Tequila Little Time,Jon Pardi
2021-10-22,Freedom Was A Highway,Jimmie Allen & Brad Paisley
2021-10-22,Like A Lady,Lady A
2021-10-22,Life Goes On,Oliver Tree
2021-10-22,'Til You Can't,Cody Johnson
2021-10-22,Who's In Your Head,Jonas Brothers
2021-10-22,Just About Over You,Priscilla Block
2021-10-29,Bubbly,Young Thug With Drake & Travis Scott
2021-10-29,Pissed Me Off,Lil Durk
2021-10-29,Lets Go Brandon,Loza Alexander
2021-10-29,Ex For A Reason,Summer Walker & JT
2021-10-29,Better Days,NEIKED X Mae Muller X Polo G
2021-10-29,Livin It Up,Young Thug With Post Malone & A$AP Rocky
2021-10-29,Stressed,Young Thug With J. Cole & T-Shyne
2021-10-29,Rich N***a Shit,Young Thug With Juice WRLD
2021-10-29,Let Somebody Go,Coldplay X Selena Gomez
2021-10-29,"Ya Superame (En Vivo Desde Culiacan, Sinaloa)",Grupo Firme
2021-10-29,Peepin Out The Window,Young Thug With Future & BSlime
2021-11-05,Moth To A Flame,Swedish House Mafia & The Weeknd
2021-11-05,Let's Go Brandon,Bryson Gray Featuring Tyson James & Chandler Crump
2021-11-05,Not In The Mood,"Lil Tjay, Fivio Foreign & Kay Flock"
2021-11-05,Switches & Dracs,Moneybagg Yo Featuring Lil Durk & EST Gee
2021-11-05,Poke It Out,Wale Featuring J. Cole
2021-11-05,Scorpio,Moneybagg Yo
2021-11-05,Big Energy,Latto
2021-11-05,Half Of My Hometown,Kelsea Ballerini Featuring Kenny Chesney
2021-11-05,Money,LISA
2021-11-05,To Be Loved By You,Parker McCollum
2021-11-12,Monster Mash,"Bobby ""Boris"" Pickett And The Crypt-Kickers"
2021-11-12,Ghostbusters,Ray Parker Jr.
2021-11-12,Overpass Graffiti,Ed Sheeran
2021-11-12,Somebody's Watching Me,Rockwell
2021-11-12,Demon High,Lil Uzi Vert
2021-11-12,Rap Freaks,Yung Miami
2021-11-12,Eat It,Megan Thee Stallion
2021-11-12,Ghost Town,Benson Boone
2021-11-19,One Right Now,Post Malone & The Weeknd
2021-11-19,Smokin Out The Window,Silk Sonic (Bruno Mars & Anderson .Paak)
2021-11-19,Escape Plan,Travis Scott
2021-11-19,No Love,Summer Walker & SZA
2021-11-19,Bitter,Summer Walker & Cardi B
2021-11-19,Mafia,Travis Scott
2021-11-19,Throw It Away,Summer Walker
2021-11-19,Reciprocate,Summer Walker
2021-11-19,Toxic,Summer Walker Featuring Lil Durk
2021-11-19,Unloyal,Summer Walker & Ari Lennox
2021-11-19,Constant Bulls**t,Summer Walker
2021-11-19,You Don't Know Me,Summer Walker
2021-11-19,Insane,Summer Walker
2021-11-19,Circus,Summer Walker
2021-11-19,4th Baby Mama,Summer Walker
2021-11-19,Switch A N*gga Out,Summer Walker
2021-11-19,Closure,Summer Walker
2021-11-19,Session 33,Summer Walker
2021-11-19,Screwin,Summer Walker & Omarion
2021-11-19,Broken Promises,Summer Walker
2021-11-19,Dat Right There,"Summer Walker, Pharrell Williams & The Neptunes"
2021-11-19,Sad Girlz Luv Money,Amaarae & Moliy Featuring Kali Uchis
2021-11-19,Slow Down Summer,Thomas Rhett
2021-11-19,Jumpin,NLE Choppa Featuring Polo G
2021-11-19,Super Gremlin,Kodak Black
2021-11-26,All Too Well (Taylor's Version),Taylor Swift
2021-11-26,State Of Grace (Taylor's Version),Taylor Swift
2021-11-26,Already Dead,Juice WRLD
2021-11-26,I Bet You Think About Me (Taylor's Version) (From The Vault),Taylor Swift Featuring Chris Stapleton
2021-11-26,Red (Taylor's Version),Taylor Swift
2021-11-26,Nothing New (Taylor's Version) (From The Vault),Taylor Swift Featuring Phoebe Bridgers
2021-11-26,Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift
2021-11-26,I Knew You Were Trouble (Taylor's Version),Taylor Swift
2021-11-26,Run (Taylor's Version) (From The Vault),Taylor Swift Featuring Ed Sheeran
2021-11-26,Bad Man (Smooth Criminal),Polo G
2021-11-26,Better Man (Taylor's Version) (From The Vault),Taylor Swift
2021-11-26,22 (Taylor's Version),Taylor Swift
2021-11-26,Doin' This,Luke Combs
2021-11-26,Treacherous (Taylor's Version),Taylor Swift
2021-11-26,We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift
2021-11-26,I Almost Do (Taylor's Version),Taylor Swift
2021-11-26,The Very First Night (Taylor's Version) (From The Vault),Taylor Swift
2021-11-26,Everything Has Changed (Taylor's Version),Taylor Swift Featuring Ed Sheeran
2021-11-26,The Last Time (Taylor's Version),Taylor Swift Featuring Gary Lightbody Of Snow Patrol
2021-11-26,Stay Stay Stay (Taylor's Version),Taylor Swift
2021-11-26,After Last Night,Silk Sonic (Bruno Mars & Anderson .Paak) With Thundercat & Bootsy Collins
2021-11-26,Babe (Taylor's Version) (From The Vault),Taylor Swift
2021-11-26,Blast Off,Silk Sonic (Bruno Mars & Anderson .Paak)
2021-11-26,Holy Ground (Taylor's Version),Taylor Swift
2021-11-26,Begin Again (Taylor's Version),Taylor Swift
2021-11-26,Put On A Smile,Silk Sonic (Bruno Mars & Anderson .Paak)
2021-11-26,Forever Winter (Taylor's Version) (From The Vault),Taylor Swift
2021-11-26,Fly As Me,Silk Sonic (Bruno Mars & Anderson .Paak)
2021-11-26,The Moment I Knew (Taylor's Version),Taylor Swift
2021-11-26,The Lucky One (Taylor's Version),Taylor Swift
2021-11-26,Sad Beautiful Tragic (Taylor's Version),Taylor Swift
2021-11-26,Come Back...Be Here (Taylor's Version),Taylor Swift
2021-11-26,Starlight (Taylor's Version),Taylor Swift
2021-11-26,La Fama,Rosalia Featuring The Weeknd
2021-12-03,Oh My God,Adele
2021-12-03,I Drink Wine,Adele
2021-12-03,My Little Love,Adele
2021-12-03,Can I Get It,Adele
2021-12-03,To Be Loved,Adele
2021-12-03,Strangers By Nature,Adele
2021-12-03,Cry Your Heart Out,Adele
2021-12-03,Hold On,Adele
2021-12-03,abcdefu,GAYLE
2021-12-03,All Night Parking (Interlude),Adele With Erroll Garner
2021-12-03,Woman Like Me,Adele
2021-12-03,Love Is A Game,Adele
2021-12-03,God's Country,State Of Mine & Drew Jacobs
2021-12-03,Enemy,Imagine Dragons X JID
2021-12-03,Heart On Fire,Eric Church
2021-12-10,By Your Side,Rod Wave
2021-12-10,Pick Out A Christmas Tree,Dan + Shay
2021-12-10,Christmas Tree Farm (Old Timey Version),Taylor Swift
2021-12-10,Always Been You,Jessie Murph
2021-12-17,I Hate U,SZA
2021-12-17,Wandered To LA.,Juice WRLD & Justin Bieber
2021-12-17,Don't Play,Polo G Featuring Lil Baby
2021-12-17,Merry Christmas,Ed Sheeran & Elton John
2021-12-17,Me Or Sum,"Nardo Wick, Lil Baby & Future"
2021-12-17,Young N Dumb,Polo G
2021-12-17,Start Up Again,Polo G Featuring Moneybagg Yo
2021-12-17,I'll Be Home For Christmas,Camila Cabello
2021-12-17,Mercedes,Brent Faiyaz
2021-12-17,Partin Ways,Polo G
2021-12-24,Girl Of My Dreams,Juice WRLD & SUGA
2021-12-24,Burn,Juice WRLD
2021-12-24,Santa Baby,Eartha Kitt With Henri Rene And His Orchestra
2021-12-24,Feline,"Juice WRLD, Polo G & Trippie Redd"
2021-12-24,Rockstar In His Prime,Juice WRLD
2021-12-24,You Wouldn't Understand,Juice WRLD
2021-12-24,Doom,Juice WRLD
2021-12-24,Go Hard,Juice WRLD
2021-12-24,Not Enough,Juice WRLD
2021-12-24,Man In The Mirror,A Boogie Wit da Hoodie
2021-12-24,From My Window,Juice WRLD
2021-12-24,Relocate,Juice WRLD
2021-12-24,Feel Alone,Juice WRLD
2021-12-31,Broadway Girls,Lil Durk Featuring Morgan Wallen
2021-12-31,Linus And Lucy (Peanuts Theme),Vince Guaraldi Trio
2021-12-31,Christmastime Is Here,Vince Guaraldi Trio
2021-12-31,25 Million,Roddy Ricch
2021-12-31,Christmas Isn't Canceled (Just You),Kelly Clarkson
2021-12-31,Moved To Miami,Roddy Ricch Featuring Lil Baby
2021-12-31,Hibachi,Roddy Ricch Featuring Kodak Black & 21 Savage
2021-12-31,Thailand,Roddy Ricch
2021-12-31,Do It To It,Acraze Featuring Cherish
2022-01-08,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast"
2022-01-08,Surface Pressure,Jessica Darrow
2022-01-08,Christmas Tree,V
2022-01-08,Hrs And Hrs,Muni Long
2022-01-08,I Am Woman,Emmy Meli
2022-01-08,Pressure,Ari Lennox
2022-01-08,Beers On Me,"Dierks Bentley, BRELAND & HARDY"
2022-01-08,23,Sam Hunt
2022-01-15,The Family Madrigal,"Stephanie Beatriz, Olga Merediz & Encanto Cast"
2022-01-15,What Else Can I Do?,Diane Guerrero & Stephanie Beatriz
2022-01-15,Flower Shops,ERNEST Featuring Morgan Wallen
2022-01-15,Fingers Crossed,Lauren Spencer Smith
2022-01-15,Waiting On A Miracle,Stephanie Beatriz
2022-01-15,Dos Oruguitas,Sebastian Yatra
2022-01-15,AA,Walker Hayes
2022-01-15,Home Sweet,Russell Dickerson
2022-01-15,Come Back As A Country Boy,Blake Shelton
2022-01-15,Black Ball,YoungBoy Never Broke Again & Birdman
2022-01-15,I Love You So,The Walters
2022-01-15,Never Wanted To Be That Girl,Carly Pearce & Ashley McBryde
2022-01-22,Pushin P,Gunna & Future Featuring Young Thug
2022-01-22,Sacrifice,The Weeknd
2022-01-22,Thought I Was Playing,Gunna & 21 Savage
2022-01-22,25k Jacket,Gunna Featuring Lil Baby
2022-01-22,Gasoline,The Weeknd
2022-01-22,Is There Someone Else?,The Weeknd
2022-01-22,Out Of Time,The Weeknd
2022-01-22,How Do I Make You Love Me?,The Weeknd
2022-01-22,Poochie Gown,Gunna
2022-01-22,Mop,Gunna Featuring Young Thug
2022-01-22,Alotta Cake,Gunna
2022-01-22,How You Did That,Gunna Featuring Kodak Black
2022-01-22,Here We Go... Again,"The Weeknd Featuring Tyler, The Creator"
2022-01-22,Less Than Zero,The Weeknd
2022-01-22,IDK That Bitch,Gunna Featuring G Herbo
2022-01-22,Best Friends,The Weeknd
2022-01-22,Livin Wild,Gunna
2022-01-22,I Heard You're Married,The Weeknd Featuring Lil Wayne
2022-01-22,Circles Around This Town,Maren Morris
2022-01-22,Dawn FM,The Weeknd
2022-01-22,Private Island,Gunna
2022-01-22,South To West,Gunna
2022-01-22,You & Me,Gunna & Chloe
2022-01-22,Starry Eyes,The Weeknd
2022-01-22,Don't Break My Heart,The Weeknd
2022-01-22,Flooded,Gunna
2022-01-22,Die Alone,Gunna & Chris Brown Featuring Yung Bleu
2022-01-22,Every Angel Is Terrifying,The Weeknd
2022-01-29,P Power,Gunna Featuring Drake
2022-01-29,Eazy,The Game & Kanye West
2022-01-29,Cold December,Rod Wave
2022-01-29,Bring The Hook,YoungBoy Never Broke Again
2022-01-29,Iffy,Chris Brown
2022-01-29,Never Say Never,Cole Swindell / Lainey Wilson
2022-01-29,Fish Scale,YoungBoy Never Broke Again
2022-01-29,Trouble With A Heartbreak,Jason Aldean
2022-01-29,Surround Sound,JID Featuring 21 Savage & Baby Tate
2022-01-29,All Of You,"Stephanie Beatriz, Olga Merediz, John Leguizamo, Adassa, Maluma & Encanto Cast"
2022-02-05,Light Switch,Charlie Puth
2022-02-05,No Switch,YoungBoy Never Broke Again
2022-02-05,Bring It On,YoungBoy Never Broke Again
2022-02-05,Flossin',Internet Money Featuring YoungBoy Never Broke Again
2022-02-05,Proud,Key Glock
2022-02-05,Know Like I Know,YoungBoy Never Broke Again
2022-02-05,2Hoo,YoungBoy Never Broke Again
2022-02-05,Long Live,YoungBoy Never Broke Again
2022-02-05,Dis & That,YoungBoy Never Broke Again
2022-02-05,Beautiful Lies,Yung Bleu & Kehlani
2022-02-05,Smoke One,YoungBoy Never Broke Again
2022-02-12,Rumors,Gucci Mane Featuring Lil Durk
2022-02-12,High,The Chainsmokers
2022-02-12,Johnny P's Caddy,Benny The Butcher & J. Cole
2022-02-12,Peru,Fireboy DML & Ed Sheeran
2022-02-12,If I Was A Cowboy,Miranda Lambert
2022-02-12,Shotta Flow 6,NLE Choppa
2022-02-12,Vice City,XXXTENTACION
2022-02-12,Numb Little Bug,Em Beihold
2022-02-12,Infinity,Jaymes Young
2022-02-12,The Motto,Tiesto & Ava Max
2022-02-12,Megan's Piano,Megan Thee Stallion
2022-02-12,"Colombia, Mi Encanto",Carlos Vives
2022-02-19,Do We Have A Problem?,Nicki Minaj X Lil Baby
2022-02-19,Don't Play That,King Von & 21 Savage
2022-02-19,Cigarettes,Juice WRLD
2022-02-19,She's All I Wanna Be,Tate McRae
2022-02-19,Scared Money,YG Featuring J. Cole & Moneybagg Yo
2022-02-19,Emo Girl,Machine Gun Kelly & WILLOW
2022-02-19,Black Summer,Red Hot Chili Peppers
2022-02-19,Doja,$NOT & A$AP Rocky
2022-02-19,Hate Our Love,Queen Naija & Big Sean
2022-02-19,When I'm Gone,Alesso / Katy Perry
2022-02-26,MAMIII,Becky G X Karol G
2022-02-26,Bussin,Nicki Minaj X Lil Baby
2022-02-26,The Joker And The Queen,Ed Sheeran Featuring Taylor Swift
2022-02-26,Worst Day,Future
2022-02-26,City Of Gods,"Fivio Foreign, Kanye West & Alicia Keys"
2022-02-26,Boyfriend,Dove Cameron
2022-02-26,Good Morning Gorgeous,Mary J. Blige
2022-02-26,Closer,Saweetie Featuring H.E.R.
2022-02-26,Stay Alive,Jung Kook
2022-03-05,Nail Tech,Jack Harlow
2022-03-05,Ahhh Ha,Lil Durk
2022-03-05,Banking On Me,Gunna
2022-03-05,Poppin,Yeat
2022-03-05,Pray,Jessie Murph
2022-03-05,Give Heaven Some Hell,HARDY
2022-03-12,Freaky Deaky,Tyga X Doja Cat
2022-03-12,I'm Tired,Labrinth & Zendaya
2022-03-12,I Hate YoungBoy,YoungBoy Never Broke Again
2022-03-12,Usain Boo,Kodak Black
2022-03-12,I Wish,Kodak Black
2022-03-12,To The Moon!,JNR CHOI & Sam Tompkins
2022-03-12,Rocking A Cardigan In Atlanta,Lil Shordie Scott
2022-03-19,Bam Bam,Camila Cabello Featuring Ed Sheeran
2022-03-19,Handsomer,Russ Featuring Ktlyn
2022-03-19,Publicity Stunt,Gucci Mane
2022-03-19,War,King Von
2022-03-19,Ay!,Machine Gun Kelly & Lil Wayne
2022-03-19,Neighborhood Superstar,DaBaby & YoungBoy Never Broke Again
2022-03-19,Facetime,King Von Featuring G Herbo
2022-03-19,Straight To It,King Von Featuring Fivio Foreign
2022-03-19,Evil Twins,King Von & Lil Durk
2022-03-19,Trust Nothing,King Von Featuring Moneybagg Yo
2022-03-26,Sweetest Pie,Megan Thee Stallion & Dua Lipa
2022-03-26,What Happened To Virgil,Lil Durk Featuring Gunna
2022-03-26,Petty Too,Lil Durk Featuring Future
2022-03-26,No Interviews,Lil Durk
2022-03-26,Golden Child,Lil Durk
2022-03-26,Thinking With My Dick,Kevin Gates Featuring Juicy J
2022-03-26,Something In The Way,Nirvana
2022-03-26,Barbarian,Lil Durk
2022-03-26,Shootout @ My Crib,Lil Durk
